data,tags
ntdll ntdll wow64 wow64win kernel32 kernel32 kernel32 user32 wow64cpu kernel32 KernelBase user32 win32u gdi32 gdi32full ole32 combase ucrtbase rpcrt4 sspicli cryptbase bcryptprimitives sechost oleaut32 msvcp_win msvcrt ws2_32 imm32 wsock32 shell32 cfgmgr32 windows.storage powrprof advapi32 shlwapi kernel.appcore SHCore profapi msvcr100 apphelp ,normal
dpapi propsys clbcatq edputil urlmon iertutil apphelp ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 gdi32full user32 win32u combase ucrtbase bcryptprimitives oleaut32 msvcp_win comdlg32 SHCore shlwapi windows.storage powrprof kernel.appcore profapi propsys bcrypt iertutil comctl32 uxtheme tiptsf msctf dwmapi clbcatq twinapi.appcore ole32 shell32 cfgmgr32 feclient urlmon imm32 efswrt mpr WinTypes UIAutomationCore userenv sxs oleacc ,normal
sxs ,normal
Windows.Shell.ServiceHostBuilder MFMediaEngine winmmbase Windows.Media.MediaControl MMDevAPI devobj CompPkgSup mfcore ksuser ,normal
ntdll kernel32 KernelBase msvcrt rpcrt4 combase ucrtbase bcryptprimitives oleaut32 msvcp_win imm32 user32 win32u gdi32 gdi32full kernel.appcore sechost uxtheme tiptsf dwmapi clbcatq wuautoappupdate ,normal
twinapi linkinfo ExplorerFrame thumbcache msftedit Windows.Globalization BCP47Langs globinputhost Windows.Storage.Search StructuredQuery SearchFolder policymanager msvcp110_win OneCoreCommonProxyStub ntshrui samcli cscapi samlib mssvp coml2 actxprxy mapi32 EhStorShell setupapi cscui networkexplorer winmm winmmbase ,normal
devrtl dsclient netapi32 secur32 mlang wininet Windows.System.Launcher WpPortingLibrary ieframe version twext imagehlp gpapi shellext MpClient syncui synceng EppManifest sendmail mydocs wpdshext EppManifest sendmail mydocs wpdshext IconCodecService wpnapps usermgrcli SearchFolder ,normal
ntdll kernel32 KernelBase ucrtbase combase rpcrt4 bcryptprimitives kernel.appcore msvcrt clbcatq user32 win32u gdi32 gdi32full imm32 sechost uxtheme tiptsf oleaut32 msvcp_win indexeddbserver ,normal
winsqlite3 ,normal
twinapi.appcore OneCoreCommonProxyStub ExecModelClient CoreMessaging execmodelproxy Windows.Cortana.ProxyStub twinui Windows.UI ,normal
ntdll ntdll wow64 wow64win kernel32 kernel32 kernel32 user32 wow64cpu kernel32 KernelBase combase ucrtbase rpcrt4 sspicli cryptbase bcryptprimitives sechost gdi32 gdi32full user32 win32u msvcrt oleaut32 msvcp_win ole32 wininet version msasn1 crypt32 msi bcrypt imm32 tiptsf shell32 cfgmgr32 windows.storage powrprof advapi32 shlwapi kernel.appcore SHCore profapi comctl32 wintrust uxtheme coml2 msctf dwmapi iertutil ws2_32 OnDemandConnRouteHelper urlmon winhttp mswsock nsi winnsi dnsapi rasadhlp schannel dpapi mskeyprotect ncrypt ntasn1 cryptsp rsaenh cryptnet ncryptsslp ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 gdi32full user32 win32u combase ucrtbase bcryptprimitives oleaut32 msvcp_win comdlg32 SHCore shlwapi shell32 cfgmgr32 windows.storage powrprof kernel.appcore profapi comctl32 feclient propsys urlmon bcrypt iertutil imm32 uxtheme tiptsf msctf dwmapi clbcatq efswrt WinTypes mpr twinapi.appcore ole32 UIAutomationCore userenv sxs oleacc ,normal
OnDemandConnRouteHelper cryptnet ,normal
ntdll ntdll wow64 wow64win kernel32 kernel32 kernel32 user32 wow64cpu kernel32 KernelBase mfc42u msvcrt combase user32 win32u gdi32 ucrtbase rpcrt4 gdi32full sspicli cryptbase advapi32 bcryptprimitives sechost ole32 oleaut32 msvcp_win odbc32 dpapi shell32 cfgmgr32 windows.storage powrprof shlwapi kernel.appcore SHCore profapi ws2_32 comctl32 winmm GdiPlus winmmbase wininet imm32 ,caidao
LocationFrameworkPS deviceaccess ,normal
ntdll kernel32 KernelBase ucrtbase combase rpcrt4 bcryptprimitives kernel.appcore msvcrt clbcatq user32 win32u gdi32 gdi32full imm32 sechost tiptsf oleaut32 msvcp_win indexeddbserver uxtheme ,normal
ntdll kernel32 KernelBase user32 win32u gdi32 gdi32full msvcrt SHCore combase ucrtbase rpcrt4 bcryptprimitives shell32 cfgmgr32 windows.storage powrprof advapi32 sechost shlwapi kernel.appcore profapi comctl32 imm32 uxtheme tiptsf oleaut32 msvcp_win clbcatq ole32 actxprxy twinui twinapi.appcore WinTypes dwmapi bcrypt OneCoreCommonProxyStub propsys UIAutomationCore userenv dui70 duser msctf DWrite BCP47Langs UIAnimation Windows.UI.Immersive d3d11 dxgi dcomp oleacc edputil d3d10warp ResourcePolicyClient WindowsCodecs thumbcache policymanager msvcp110_win sxs Windows.Shell.ServiceHostBuilder directmanipulation atlthunk ninput comdlg32 DataExchange ExplorerFrame xmllite msftedit Windows.Globalization globinputhost coml2 twinapi StructuredQuery apphelp setupapi cscui linkinfo Windows.Storage.Search EhStorShell ntshrui networkexplorer sspicli srvcli cscapi netutils ,normal
ntdll kernel32 KernelBase msvcrt combase ucrtbase rpcrt4 bcryptprimitives sechost wbemcomn ws2_32 user32 win32u gdi32 gdi32full kernel.appcore bcrypt clbcatq wbemprox oleaut32 msvcp_win wbemsvc fastprox psapi loadperf WmiApRes WmiApRes WmiApRes advapi32 ntmarta ,normal
msftedit mssvp mapi32 mssvp mapi32 ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase uxtheme clbcatq advapi32 sechost oleaut32 cryptui crypt32 msasn1 shlwapi GdiPlus dui70 duser winsta authui comctl32 SndVolSSO hid MMDevAPI propsys setupapi cfgmgr32 devobj rdpendp winmm msacm32 wtsapi32 slc dwmapi xmllite winbrand VaultCredProvider RpcRtRemote SmartcardCredentialProvider BioCredProv secur32 sspicli winbio credui vaultcli netapi32 netutils srvcli wkscli samcli certCredProvider rasplap rasapi32 rasman ws2_32 nsi rtutils cryptsp rsaenh powrprof WinSCard ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk usp10 nsi winnsi comctl32 shlwapi shell32 secur32 sspicli uxtheme wevtapi imm32 msctf pcwum slc ole32 credui dwmapi cryptbase winsta setupapi cfgmgr32 oleaut32 devobj netapi32 netutils srvcli wkscli samcli version utildll logoncli browcli propsys ,normal
imageres imageres imageres imageres imageres imageres DeviceCenter imageres imageres imageres imageres imageres miguiresource miguiresource DeviceCenter imageres DiagCpl mssvp mapi32 DeviceCenter mssvp mapi32 DeviceCenter mssvp mapi32 DeviceCenter mssvp mapi32 DeviceCenter mssvp mapi32 DeviceCenter mssvp mapi32 DeviceCenter mssvp mapi32 ,normal
ntdll kernel32 kernel32 user32 ntdll wow64 wow64win wow64cpu kernel32 kernel32 KernelBase mfc42u msvcrt user32 gdi32 lpk usp10 advapi32 sechost rpcrt4 sspicli cryptbase ole32 oleaut32 odbc32 shell32 shlwapi comctl32 wininet urlmon crypt32 msasn1 iertutil ws2_32 nsi winmm GdiPlus imm32 msctf odbcint uxtheme riched32 riched20 dwmapi comctl32 ole32 shell32 shell32 shell32 clbcatq tiptsf msado15 msdart cryptsp rsaenh RpcRtRemote oledb32 bcrypt oledb32r comsvcs atl bcryptprimitives msjetoledb40 msjet40 mswstr10 msjter40 msjint40 msadox msadrh15 msjtes40 kernel32 version vbajet32 expsrv ,caidao
setupapi cfgmgr32 devobj setupapi cfgmgr32 devobj ,normal
msftedit mssvp mapi32 wpdshext audiodev mssvp mapi32 ,normal
sfc sfc_os sfc sfc_os ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk usp10 nsi winnsi comctl32 shlwapi pcwum shell32 secur32 sspicli uxtheme wevtapi credui vdmdbg imm32 msctf slc dwmapi ole32 cryptbase clbcatq oleaut32 oleacc imecfm version winsta utildll setupapi cfgmgr32 devobj netapi32 netutils srvcli wkscli logoncli browcli samcli propsys dhcpcsvc6 ws2_32 dhcpcsvc wtsapi32 ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase clbcatq advapi32 sechost oleaut32 cryptsp rsaenh RpcRtRemote uxtheme thumbcache shell32 shlwapi comctl32 psapi propsys ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase clbcatq advapi32 sechost oleaut32 cryptsp rsaenh RpcRtRemote uxtheme thumbcache shell32 shlwapi comctl32 psapi propsys ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 comctl32 gdi32 user32 lpk usp10 mfc42u ole32 oleaut32 odbc32 shell32 shlwapi wininet normaliz urlmon crypt32 msasn1 iertutil winmm ws2_32 nsi imm32 msctf odbcint cryptbase uxtheme riched32 riched20 dwmapi comctl32 clbcatq oleacc imecfm version tiptsf msado15 msdart cryptsp rsaenh RpcRtRemote oledb32 bcrypt oledb32r comsvcs atl bcryptprimitives msjetoledb40 msjet40 mswstr10 msjter40 msjint40 msadox msadrh15 msjtes40 vbajet32 expsrv imecfm msadce msadcer ,caidao
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk usp10 nsi winnsi comctl32 shlwapi pcwum shell32 secur32 sspicli uxtheme wevtapi credui vdmdbg imm32 msctf slc dwmapi ole32 cryptbase clbcatq oleaut32 oleacc imecfm version winsta utildll setupapi cfgmgr32 devobj netapi32 netutils srvcli wkscli logoncli browcli samcli propsys ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 user32 gdi32 lpk usp10 shlwapi shell32 ole32 iertutil urlmon oleaut32 crypt32 msasn1 imm32 msctf ieframe psapi oleacc comctl32 comdlg32 cryptbase uxtheme IEShims RpcRtRemote dwmapi sqmapi clbcatq propsys ntmarta Wldap32 profapi cryptsp rsaenh setupapi cfgmgr32 devobj ieproxy wininet normaliz sspicli ws2_32 nsi dnsapi winnsi mlang apphelp ssv comctl32 version jp2ssv msvcr100 deploy imagehlp sxs rasapi32 rasman rtutils SensApi nlaapi rasadhlp mswsock winrnr NapiNSP pnrpnsp wship6 netprofm npmproxy dhcpcsvc dhcpcsvc6 PeerDist userenv authz msls31 mshtml iepeers msimtf jscript imgutil pngfilt msimg32 imecfm ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase clbcatq advapi32 sechost oleaut32 cryptsp rsaenh RpcRtRemote uxtheme thumbcache shell32 shlwapi comctl32 psapi propsys ,normal
Accessibility.ni msftedit mssvp mapi32 wpdshext audiodev mssvp mapi32 ,normal
rasapi32 rasman ,normal
sfc sfc_os DeviceCenter tquery DeviceCenter imageres DiagCpl mssvp mapi32 imageres taskbarcpl DeviceCenter mssvp mapi32 DeviceCenter mssvp mapi32 DeviceCenter mssvp mapi32 DeviceCenter WFSR wucltux wucltux imageres imageres ehres shellbrd NetProjW NetProjW OobeFldr NetProjW sud DeviceCenter dnsapi SensApi ActionCenterCPL mssvp mapi32 imageres sfc sfc_os ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 user32 gdi32 lpk usp10 shlwapi shell32 ole32 iertutil urlmon oleaut32 crypt32 msasn1 imm32 msctf ieframe psapi oleacc comctl32 wininet normaliz sspicli profapi ntmarta Wldap32 ws2_32 nsi dnsapi winnsi cryptbase clbcatq nlaapi netprofm cryptsp rsaenh RpcRtRemote npmproxy uxtheme comdlg32 dwmapi rasapi32 rasman rtutils sqmapi SensApi nlaapi rasadhlp msimg32 ieui mswsock wship6 winrnr ieproxy NapiNSP pnrpnsp version ExplorerFrame duser dui70 comctl32 imecfm apphelp netprofm url xmllite npmproxy dhcpcsvc dhcpcsvc6 propsys setupapi cfgmgr32 devobj msfeeds sxs PeerDist userenv authz mlang msxml3 ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 comctl32 gdi32 user32 lpk usp10 mfc42u ole32 oleaut32 odbc32 shell32 shlwapi wininet normaliz urlmon crypt32 msasn1 iertutil winmm ws2_32 nsi imm32 msctf odbcint cryptbase uxtheme riched32 riched20 dwmapi comctl32 clbcatq oleacc imecfm version tiptsf msado15 msdart cryptsp rsaenh RpcRtRemote oledb32 bcrypt oledb32r comsvcs atl bcryptprimitives msjetoledb40 msjet40 mswstr10 msjter40 msjint40 msadox msadrh15 msjtes40 vbajet32 expsrv imecfm msadce msadcer propsys apphelp ieframe psapi ntmarta Wldap32 setupapi cfgmgr32 devobj ,caidao
advapi32 sechost ,normal
winsta ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase clbcatq advapi32 sechost oleaut32 cryptsp rsaenh RpcRtRemote uxtheme netshell shell32 shlwapi nsi winnsi nlaapi ,normal
aeevts ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase clbcatq advapi32 sechost oleaut32 cryptsp rsaenh RpcRtRemote uxtheme comctl32 propsys thumbcache shell32 shlwapi psapi ,normal
MIGUIControls tiptsf ntshrui imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres ExplorerFrame EhStorShell cscui cscdll cscapi srvcli slc msftedit msls31 linkinfo secur32 SearchFolder thumbcache psapi ieframe StructuredQuery shdocvw samcli samlib mssprxy mssvp mapi32 imageres imageres imageres imageres imageres imageres imageres imageres mpr winsta davclnt drprov ntlanman davhlpr imageres networkexplorer wkscli imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres winmm wpdshext PortableDeviceApi wintrust audiodev EhStorAPI imageres msftedit mssvp mapi32 wpdshext ieproxy audiodev actxprxy msftedit mssvp mapi32 wpdshext audiodev mssvp mapi32 ,normal
ntdll kernel32 KernelBase msvcrt advapi32 sechost rpcrt4 shell32 shlwapi gdi32 user32 lpk usp10 ole32 oleaut32 imm32 msctf wer profapi ,normal
ntdll kernel32 KernelBase msvcrt user32 gdi32 lpk usp10 ole32 rpcrt4 oleaut32 advapi32 sechost shell32 shlwapi comctl32 wininet urlmon crypt32 msasn1 iertutil ws2_32 nsi winmm imm32 msctf mfc42u odbc32 normaliz GdiPlus odbcint cryptbase uxtheme riched20 dwmapi riched32 comctl32 clbcatq oleacc version imecfm tiptsf msado15 cryptsp rsaenh RpcRtRemote msdart bcrypt comsvcs bcryptprimitives oledb32 oledb32r atl msjetoledb40 msjet40 mswstr10 msjter40 msjint40 msadox msadrh15 msjtes40 vbajet32 imecfm expsrv ,caidao
hnetcfg wbemprox netcfgx SPInf ndiscapCfg mprapi mprmsg rascfg tcpipcfg wshnetbs actxprxy ,normal
ntdll kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 gdi32 user32 lpk usp10 ole32 msctf imm32 shlwapi msimg32 wmsgapi wtsapi32 winmm userenv profapi winsta crypt32 msasn1 MsCtfMonitor shell32 cryptbase uxtheme msutb cryptsp rsaenh comctl32 secur32 sspicli wintrust gpapi imagehlp bcrypt bcryptprimitives dwmapi ncrypt Wldap32 netshell netshell cryptnet clbcatq oleaut32 version urlmon iertutil ,normal
dot3api wlanhlp onex eappprxy eappcfg wlanapi wlanutil wlanhlp wlanapi wlanutil onex eappprxy eappcfg dot3api wlanhlp wlanapi wlanutil onex eappprxy eappcfg wlanhlp wlanapi wlanutil onex eappprxy eappcfg dot3api wlanhlp wlanapi wlanutil onex eappprxy eappcfg wlanhlp wlanapi wlanutil onex eappprxy eappcfg dot3api wlanhlp wlanapi wlanutil onex eappprxy eappcfg wlanhlp wlanapi wlanutil onex eappprxy eappcfg dot3api wlanhlp wlanapi wlanutil onex eappprxy eappcfg wlanhlp wlanapi wlanutil onex eappprxy eappcfg netcfgx nci nci wlaninst wlaninst wwaninst wwaninst wlanhlp wlanapi wlanutil onex eappprxy eappcfg wlanhlp wlanapi wlanutil onex eappprxy eappcfg Sens sysntfy wlanhlp wlanapi wlanutil onex eappprxy eappcfg sfc sfc_os version pcasvc aepic wevtapi ,normal
wwanmm RASMM rasapi32 rasman onex RASMM rasapi32 rasman WlanMM wlanhlp eappprxy eappcfg wwanmm WlanMM wlanhlp onex eappprxy eappcfg netcenter netcenter netcenter netcenter netcenter netcenter netcenter netcenter netcenter netcenter msxml3 netcenter netcenter advpack imageres DeviceCenter xwizards connect rasdlg mprapi rtutils wbemprox rasgcw hnetcfg gpapi wbemcomn ntdsapi wbemsvc fastprox netcfgx devrtl rasadhlp comsvcs sfc sfc_os ,normal
ntdll kernel32 KernelBase user32 gdi32 lpk usp10 msvcrt imagehlp sspicli rpcrt4 shell32 shlwapi ole32 oleaut32 userenv profapi imm32 msctf apphelp AcLayers mpr shell32 shell32 uxtheme dwmapi ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase clbcatq advapi32 sechost oleaut32 cryptsp rsaenh RpcRtRemote shlwapi userenv profapi shacct comctl32 IDStore ,normal
ntdll kernel32 KernelBase msvcrt ole32 gdi32 user32 lpk usp10 rpcrt4 imm32 msctf cryptbase clbcatq advapi32 sechost oleaut32 cryptsp rsaenh RpcRtRemote uxtheme thumbcache shell32 shlwapi comctl32 psapi propsys ,normal
ntdll kernel32 KernelBase ws2_32 sechost rpcrt4 ucrtbase kernel.appcore msvcrt vcruntime140 ,htran
IpsPlugin ,normal
SearchFolder ,normal
msxml6 FlightSettings bcd keepaliveprovider ,normal
twinapi ExplorerFrame thumbcache BCP47Langs msftedit Windows.Globalization globinputhost coml2 policymanager linkinfo OneCoreCommonProxyStub Windows.Storage.Search cscapi SearchFolder actxprxy StructuredQuery mssvp mapi32 msvcp110_win ntshrui samcli samlib EhStorShell setupapi cscui networkexplorer winmm winmmbase winmmbase ,normal
ntdll kernel32 KernelBase msvcrt combase ucrtbase rpcrt4 bcryptprimitives oleaut32 msvcp_win SHCore wer sechost advapi32 kernel.appcore clbcatq user32 win32u gdi32 gdi32full npmproxy netprofm netprofm npmproxy netprofm npmproxy Windows.Security.Authentication.OnlineId bcrypt crypt32 msasn1 dpapi actxprxy cryptbase xmllite OneCoreCommonProxyStub ole32 winhttp ws2_32 OnDemandConnRouteHelper nsi dhcpcsvc6 dhcpcsvc webio mswsock winnsi sspicli dnsapi rasadhlp schannel crypt32 msasn1 mskeyprotect ncrypt ntasn1 ncryptsslp cryptnet dpapi cryptsp rsaenh cryptbase ntmarta netprofm npmproxy netprofm npmproxy Windows.Security.Authentication.OnlineId actxprxy OneCoreCommonProxyStub netprofm npmproxy netprofm npmproxy Windows.Security.Authentication.OnlineId actxprxy OneCoreCommonProxyStub netprofm npmproxy netprofm npmproxy Windows.Security.Authentication.OnlineId actxprxy OneCoreCommonProxyStub netprofm npmproxy netprofm npmproxy Windows.Security.Authentication.OnlineId actxprxy OneCoreCommonProxyStub ,normal
wscsvc dbghelp wbemprox wbemcomn wbemsvc fastprox ntdsapi wuapi cabinet shell32 profapi wups userenv ,normal
ntdll kernel32 KernelBase user32 gdi32 lpk usp10 msvcrt advapi32 sechost rpcrt4 ole32 shell32 shlwapi netapi32 netutils srvcli wkscli userenv profapi version imm32 msctf api-ms-win-core-synch-l1-2-0 cscapi ntmarta Wldap32 ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase shell32 shlwapi gdi32 user32 lpk usp10 imm32 msctf api-ms-win-core-synch-l1-2-0 ole32 goopdate oleaut32 nsi winnsi msi netapi32 netutils srvcli wkscli psapi version userenv profapi wtsapi32 comctl32 crypt32 msasn1 msimg32 uxtheme wininet urlmon iertutil wintrust cscapi ntmarta Wldap32 apphelp clbcatq taskschd ,normal
ntdll ntdll wow64 wow64win kernel32 wow64cpu kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase msvcr110_clr0400 mscoree ole32 gdi32 user32 lpk usp10 oleaut32 imm32 msctf ,normal
ExplorerFrame ntshrui EhStorShell cscui cscdll cscapi slc ieframe imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres msftedit msls31 tiptsf linkinfo SearchFolder StructuredQuery secur32 thumbcache psapi shdocvw mssprxy mssvp mapi32 imageres imageres imageres imageres imageres imageres imageres imageres imageres samcli imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres imageres samlib networkexplorer ieproxy ntmarta actxprxy winmm mssvp mapi32 ,normal
ntdll kernel32 KernelBase ws2_32 msvcrt rpcrt4 nsi vcruntime140 api-ms-win-crt-runtime-l1-1-0 ucrtbase api-ms-win-core-timezone-l1-1-0 api-ms-win-core-file-l2-1-0 api-ms-win-core-localization-l1-2-0 api-ms-win-core-synch-l1-2-0 api-ms-win-core-processthreads-l1-1-1 api-ms-win-core-file-l1-2-0 api-ms-win-crt-heap-l1-1-0 api-ms-win-crt-string-l1-1-0 api-ms-win-crt-stdio-l1-1-0 api-ms-win-crt-convert-l1-1-0 api-ms-win-crt-math-l1-1-0 api-ms-win-crt-locale-l1-1-0 ,htran
ntdll kernel32 KernelBase msvcrt sechost rpcrt4 advapi32 ole32 gdi32 user32 lpk usp10 MpSvc wtsapi32 sfc sfc_os MpClient oleaut32 userenv profapi wintrust crypt32 msasn1 version shell32 shlwapi imm32 msctf gpapi cryptsp rsaenh cryptbase imagehlp bcrypt bcryptprimitives ncrypt MpRTP psapi tdh winsta mpengine mpengine mpengine nsi winnsi ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase user32 gdi32 lpk usp10 msvcrt advapi32 sechost rpcrt4 sspicli cryptbase ole32 shell32 shlwapi netapi32 netutils srvcli wkscli userenv profapi version imm32 msctf api-ms-win-core-synch-l1-2-0 cscapi ntmarta Wldap32 ,normal
ntdll ntdll wow64 wow64win wow64cpu kernel32 kernel32 kernel32 user32 kernel32 KernelBase advapi32 msvcrt sechost rpcrt4 sspicli cryptbase shell32 gdi32 user32 lpk usp10 imm32 msctf ole32 shlwapi api-ms-win-core-synch-l1-2-0 goopdate oleaut32 nsi winnsi msi netapi32 netutils srvcli wkscli psapi version userenv profapi wtsapi32 comctl32 crypt32 msasn1 msimg32 uxtheme wininet urlmon iertutil wintrust cscapi ntmarta Wldap32 goopdateres_en goopdateres_en propsys clbcatq cryptsp rsaenh RpcRtRemote apphelp setupapi cfgmgr32 devobj ,normal
